"year","month","brand","model","value"
2023,7,"ASTON MARTIN","V8",18
2023,7,"AUDI","A1",1185
2023,7,"AUDI","A3",3369
2023,7,"AUDI","A4",2597
2023,7,"AUDI","A5",951
2023,7,"AUDI","A6",2276
2023,7,"AUDI","A7",129
2023,7,"AUDI","A8",226
2023,7,"AUDI","E-TRON GT",252
2023,7,"AUDI","Q2",1285
2023,7,"AUDI","Q3",2368
2023,7,"AUDI","Q4",1475
2023,7,"AUDI","Q5",1906
2023,7,"AUDI","Q7",382
2023,7,"AUDI","Q8",1104
2023,7,"AUDI","R8",30
2023,7,"AUDI","TT",247
2023,7,"BENTLEY","BENTAYGA",24
2023,7,"BENTLEY","CONTINENTAL",39
2023,7,"BMW","1ER",1706
2023,7,"BMW","2ER",1712
2023,7,"BMW","3ER",3146
2023,7,"BMW","4ER",1891
2023,7,"BMW","5ER",1999
2023,7,"BMW","6ER",24
2023,7,"BMW","7ER",221
2023,7,"BMW","8ER",109
2023,7,"BMW","IX",395
2023,7,"BMW","X1",3190
2023,7,"BMW","X2",311
2023,7,"BMW","X3",2029
2023,7,"BMW","X4",435
2023,7,"BMW","X5",836
2023,7,"BMW","X6",192
2023,7,"BMW","X7",252
2023,7,"BMW","XM",52
2023,7,"BMW","Z4",249
2023,7,"BYD","ATTO 3",367
2023,7,"CADILLAC","ESCALADE",5
2023,7,"CADILLAC","XT4",30
2023,7,"CITROEN","BERLINGO",292
2023,7,"CITROEN","C3",659
2023,7,"CITROEN","C4",512
2023,7,"CITROEN","C5",279
2023,7,"CITROEN","JUMPER",885
2023,7,"CITROEN","JUMPY",174
2023,7,"DACIA","DUSTER",1263
2023,7,"DACIA","JOGGER",1216
2023,7,"DACIA","SANDERO",1307
2023,7,"DACIA","SPRING",1818
2023,7,"DS","DS3",33
2023,7,"DS","DS4",164
2023,7,"DS","DS7 CROSSBACK",181
2023,7,"DS","DS9",6
2023,7,"FERRARI","296",51
2023,7,"FERRARI","F8",15
2023,7,"FERRARI","PORTOFINO",22
2023,7,"FERRARI","ROMA",13
2023,7,"FERRARI","SF90",31
2023,7,"FIAT","500",3867
2023,7,"FIAT","DOBLO",27
2023,7,"FIAT","DUCATO",2023
2023,7,"FIAT","PANDA",976
2023,7,"FIAT","TIPO",8
2023,7,"FIAT","ULYSSE",4
2023,7,"FORD","ECOSPORT",60
2023,7,"FORD","EXPLORER",13
2023,7,"FORD","FIESTA",1072
2023,7,"FORD","FOCUS",3014
2023,7,"FORD","GALAXY",53
2023,7,"FORD","KUGA",2140
2023,7,"FORD","MONDEO",1
2023,7,"FORD","MUSTANG",216
2023,7,"FORD","MUSTANG MACH-E",255
2023,7,"FORD","PUMA",1756
2023,7,"FORD","S-MAX",141
2023,7,"FORD","TRANSIT CONNECT",306
2023,7,"FORD","TRANSIT, TOURNEO",1801
2023,7,"GWM","COFFEE 01",
2023,7,"GWM","FUNKY CAT",221
2023,7,"HONDA","CIVIC",113
2023,7,"HONDA","CR-V",45
2023,7,"HONDA","E",3
2023,7,"HONDA","E:NY1",3
2023,7,"HONDA","HR-V",180
2023,7,"HONDA","JAZZ",176
2023,7,"HONDA","ZR-V",146
2023,7,"HYUNDAI","BAYON",121
2023,7,"HYUNDAI","G70",5
2023,7,"HYUNDAI","G80",5
2023,7,"HYUNDAI","GV60",28
2023,7,"HYUNDAI","GV70",41
2023,7,"HYUNDAI","GV80",16
2023,7,"HYUNDAI","I 10",2116
2023,7,"HYUNDAI","I 20",925
2023,7,"HYUNDAI","I 30",791
2023,7,"HYUNDAI","IONIQ",
2023,7,"HYUNDAI","IONIQ5",1138
2023,7,"HYUNDAI","IONIQ6",695
2023,7,"HYUNDAI","KONA",2593
2023,7,"HYUNDAI","NEXO",31
2023,7,"HYUNDAI","SANTA FE",215
2023,7,"HYUNDAI","STARIA",308
2023,7,"HYUNDAI","TUCSON",1736
2023,7,"INEOS","GRENADIER",128
2023,7,"IVECO","DAILY",72
2023,7,"JAGUAR","E-PACE",47
2023,7,"JAGUAR","F-PACE",138
2023,7,"JAGUAR","F-TYPE",42
2023,7,"JAGUAR","I-PACE",20
2023,7,"JAGUAR","XE",26
2023,7,"JAGUAR","XF",11
2023,7,"JEEP","AVENGER",981
2023,7,"JEEP","COMPASS",238
2023,7,"JEEP","GRAND CHEROKEE",41
2023,7,"JEEP","RENEGADE",288
2023,7,"JEEP","WRANGLER",70
2023,7,"KIA","CEED",1807
2023,7,"KIA","EV6",812
2023,7,"KIA","NIRO",851
2023,7,"KIA","PICANTO",1024
2023,7,"KIA","RIO",447
2023,7,"KIA","SORENTO",524
2023,7,"KIA","SOUL",49
2023,7,"KIA","SPORTAGE",1272
2023,7,"KIA","STINGER",45
2023,7,"KIA","STONIC",541
2023,7,"LADA","NIVA",5
2023,7,"LAMBORGHINI","URUS",53
2023,7,"LAND ROVER","DEFENDER",466
2023,7,"LAND ROVER","DISCOVERY",75
2023,7,"LAND ROVER","DISCOVERY SPORT",125
2023,7,"LAND ROVER","RANGE ROVER",135
2023,7,"LAND ROVER","RANGE ROVER EVOQUE",299
2023,7,"LAND ROVER","RANGE ROVER SPORT",166
2023,7,"LAND ROVER","RANGE ROVER VELAR",193
2023,7,"LEXUS","ES",23
2023,7,"LEXUS","LC",2
2023,7,"LEXUS","NX",98
2023,7,"LEXUS","RX",157
2023,7,"LEXUS","RZ",10
2023,7,"LEXUS","UX",46
2023,7,"LOTUS","ELETRE",9
2023,7,"LOTUS","EMIRA",18
2023,7,"LUCID","AIR",6
2023,7,"LYNK & CO","01",206
2023,7,"MAN","TGE",181
2023,7,"MASERATI","GHIBLI",12
2023,7,"MASERATI","GRANTURISMO",3
2023,7,"MASERATI","GRECALE",41
2023,7,"MASERATI","LEVANTE",10
2023,7,"MAXUS","MIFA 9",10
2023,7,"MAZDA","2",465
2023,7,"MAZDA","3",170
2023,7,"MAZDA","6",195
2023,7,"MAZDA","CX-5",880
2023,7,"MAZDA","CX-30",286
2023,7,"MAZDA","CX-60",512
2023,7,"MAZDA","MX-5",299
2023,7,"MAZDA","MX-30",525
2023,7,"MERCEDES","A-KLASSE",887
2023,7,"MERCEDES","AMG GT",122
2023,7,"MERCEDES","B-KLASSE",575
2023,7,"MERCEDES","C-KLASSE",3895
2023,7,"MERCEDES","CITAN",417
2023,7,"MERCEDES","CLA-KLASSE",1564
2023,7,"MERCEDES","CLE",33
2023,7,"MERCEDES","CLS",60
2023,7,"MERCEDES","E-KLASSE",2056
2023,7,"MERCEDES","E-KLASSE COUPE",91
2023,7,"MERCEDES","G-KLASSE",437
2023,7,"MERCEDES","GL-KLASSE, GLS",128
2023,7,"MERCEDES","GLA",2996
2023,7,"MERCEDES","GLB",1264
2023,7,"MERCEDES","GLK, GLC",1819
2023,7,"MERCEDES","ML-KLASSE, GLE",737
2023,7,"MERCEDES","S-KLASSE",595
2023,7,"MERCEDES","SL",203
2023,7,"MERCEDES","SPRINTER",716
2023,7,"MERCEDES","V-KLASSE",1951
2023,7,"MERCEDES","VITO",818
2023,7,"MG ROEWE","4",1193
2023,7,"MG ROEWE","5",253
2023,7,"MG ROEWE","MARVEL",37
2023,7,"MG ROEWE","RX6",195
2023,7,"MG ROEWE","ZS",561
2023,7,"MINI","MINI",4415
2023,7,"MITSUBISHI","ASX",401
2023,7,"MITSUBISHI","ECLIPSE CROSS",88
2023,7,"MITSUBISHI","MIRAGE, SPACE STAR",871
2023,7,"MORGAN",,4
2023,7,"NIO","EL7",8
2023,7,"NIO","ET5",30
2023,7,"NIO","ET7",6
2023,7,"NISSAN","ARIYA",83
2023,7,"NISSAN","JUKE",403
2023,7,"NISSAN","LEAF",184
2023,7,"NISSAN","MICRA",4
2023,7,"NISSAN","PRIMASTAR",126
2023,7,"NISSAN","QASHQAI",908
2023,7,"NISSAN","TOWNSTAR",289
2023,7,"NISSAN","X-TRAIL",456
2023,7,"OPEL","ASTRA",2798
2023,7,"OPEL","COMBO",146
2023,7,"OPEL","CORSA",4044
2023,7,"OPEL","CROSSLAND X",1232
2023,7,"OPEL","GRANDLAND X",1898
2023,7,"OPEL","INSIGNIA",43
2023,7,"OPEL","MOKKA",2252
2023,7,"OPEL","ZAFIRA LIFE",258
2023,7,"PEUGEOT","208",779
2023,7,"PEUGEOT","308",494
2023,7,"PEUGEOT","408",94
2023,7,"PEUGEOT","508",148
2023,7,"PEUGEOT","2008",998
2023,7,"PEUGEOT","3008",612
2023,7,"PEUGEOT","5008",371
2023,7,"PEUGEOT","BOXER",342
2023,7,"PEUGEOT","EXPERT",73
2023,7,"PEUGEOT","RIFTER",209
2023,7,"POLESTAR","2",1052
2023,7,"PORSCHE","911",986
2023,7,"PORSCHE","BOXSTER",114
2023,7,"PORSCHE","CAYENNE",203
2023,7,"PORSCHE","CAYMAN",159
2023,7,"PORSCHE","MACAN",751
2023,7,"PORSCHE","PANAMERA",135
2023,7,"PORSCHE","TAYCAN",569
2023,7,"RENAULT","ARKANA",700
2023,7,"RENAULT","AUSTRAL",1005
2023,7,"RENAULT","CAPTUR",783
2023,7,"RENAULT","CLIO",799
2023,7,"RENAULT","ESPACE",44
2023,7,"RENAULT","KANGOO",490
2023,7,"RENAULT","KOLEOS",121
2023,7,"RENAULT","MASTER",7
2023,7,"RENAULT","MEGANE",1046
2023,7,"RENAULT","SCENIC",79
2023,7,"RENAULT","TRAFIC",291
2023,7,"RENAULT","TWINGO",758
2023,7,"RENAULT","ZOE",222
2023,7,"ROLLS ROYCE","CULLINAN",6
2023,7,"SEAT","ALHAMBRA",8
2023,7,"SEAT","ARONA",1648
2023,7,"SEAT","ATECA",2506
2023,7,"SEAT","BORN",1743
2023,7,"SEAT","FORMENTOR",2441
2023,7,"SEAT","IBIZA",1396
2023,7,"SEAT","LEON",2586
2023,7,"SEAT","TARRACO",882
2023,7,"SKODA","ENYAQ",1896
2023,7,"SKODA","FABIA",1372
2023,7,"SKODA","KAMIQ",1297
2023,7,"SKODA","KAROQ",1670
2023,7,"SKODA","KODIAQ",2036
2023,7,"SKODA","OCTAVIA",3487
2023,7,"SKODA","SCALA",567
2023,7,"SKODA","SUPERB",1426
2023,7,"SMART","1",487
2023,7,"SMART","FORFOUR",
2023,7,"SMART","FORTWO",906
2023,7,"SSANGYONG","KORANDO",35
2023,7,"SSANGYONG","REXTON",39
2023,7,"SSANGYONG","TIVOLI",64
2023,7,"SUBARU","BRZ",42
2023,7,"SUBARU","FORESTER",83
2023,7,"SUBARU","IMPREZA",15
2023,7,"SUBARU","OUTBACK",120
2023,7,"SUBARU","SOLTERRA",13
2023,7,"SUBARU","XV",151
2023,7,"SUZUKI","ACROSS",29
2023,7,"SUZUKI","IGNIS",755
2023,7,"SUZUKI","JIMNY",2
2023,7,"SUZUKI","SWACE",38
2023,7,"SUZUKI","SWIFT",673
2023,7,"SUZUKI","SX4",208
2023,7,"SUZUKI","VITARA",454
2023,7,"TESLA","MODEL 3",1758
2023,7,"TESLA","MODEL S",49
2023,7,"TESLA","MODEL X",30
2023,7,"TESLA","MODEL Y",2067
2023,7,"TOYOTA","AYGO",1280
2023,7,"TOYOTA","BZ4",230
2023,7,"TOYOTA","C-HR",586
2023,7,"TOYOTA","CAMRY",4
2023,7,"TOYOTA","COROLLA",1592
2023,7,"TOYOTA","GR 86",9
2023,7,"TOYOTA","HIGHLANDER",
2023,7,"TOYOTA","LANDCRUISER",79
2023,7,"TOYOTA","MIRAI",11
2023,7,"TOYOTA","PRIUS",16
2023,7,"TOYOTA","PROACE",471
2023,7,"TOYOTA","RAV 4",230
2023,7,"TOYOTA","SUPRA",29
2023,7,"TOYOTA","YARIS",2876
2023,7,"VOLVO","60",360
2023,7,"VOLVO","90",183
2023,7,"VOLVO","C40",253
2023,7,"VOLVO","XC40",1120
2023,7,"VOLVO","XC60",1016
2023,7,"VOLVO","XC90",418
2023,7,"VW","ARTEON",801
2023,7,"VW","CADDY",1068
2023,7,"VW","CRAFTER",350
2023,7,"VW","GOLF",6713
2023,7,"VW","ID. BUZZ",536
2023,7,"VW","ID.3",1772
2023,7,"VW","ID.4, ID.5",4028
2023,7,"VW","PASSAT",4131
2023,7,"VW","POLO",2321
2023,7,"VW","SHARAN",3
2023,7,"VW","T-CROSS",2484
2023,7,"VW","T-ROC",6187
2023,7,"VW","TAIGO",1747
2023,7,"VW","TIGUAN",5122
2023,7,"VW","TOUAREG",393
2023,7,"VW","TOURAN",1349
2023,7,"VW","TRANSPORTER",2376
2023,7,"VW","UP",1752
2023,8,"AIWAYS","U5",2
2023,8,"AIWAYS","U6",
2023,8,"ALFA ROMEO","GIULIA",179
2023,8,"ALFA ROMEO","STELVIO",122
2023,8,"ALFA ROMEO","TONALE",184
2023,8,"ALPINE","A110",21
2023,8,"ASTON MARTIN","DB11",3
2023,8,"ASTON MARTIN","DBX",22
2023,8,"ASTON MARTIN","V8",12
2023,8,"AUDI","A1",1008
2023,8,"AUDI","A3",3081
2023,8,"AUDI","A4",2977
2023,8,"AUDI","A5",994
2023,8,"AUDI","A6",2292
2023,8,"AUDI","A7",146
2023,8,"AUDI","A8",143
2023,8,"AUDI","E-TRON GT",170
2023,8,"AUDI","Q2",1124
2023,8,"AUDI","Q3",2431
2023,8,"AUDI","Q4",2265
2023,8,"AUDI","Q5",2459
2023,8,"AUDI","Q7",441
2023,8,"AUDI","Q8",1397
2023,8,"AUDI","R8",31
2023,8,"AUDI","TT",299
2023,8,"BENTLEY","BENTAYGA",21
2023,8,"BENTLEY","CONTINENTAL",30
2023,8,"BMW","1ER",1168
2023,8,"BMW","2ER",1566
2023,8,"BMW","3ER",3246
2023,8,"BMW","4ER",2290
2023,8,"BMW","5ER",1669
2023,8,"BMW","6ER",24
2023,8,"BMW","7ER",283
2023,8,"BMW","8ER",101
2023,8,"BMW","IX",575
2023,8,"BMW","X1",4627
2023,8,"BMW","X2",509
2023,8,"BMW","X3",2542
2023,8,"BMW","X4",506
2023,8,"BMW","X5",1017
2023,8,"BMW","X6",236
2023,8,"BMW","X7",240
2023,8,"BMW","XM",86
2023,8,"BMW","Z4",185
2023,8,"BYD","ATTO 3",1985
2023,8,"CADILLAC","ESCALADE",5
2023,8,"CADILLAC","XT4",25
2023,8,"CITROEN","BERLINGO",427
2023,8,"CITROEN","C3",989
2023,8,"CITROEN","C4",1073
2023,8,"CITROEN","C5",448
2023,8,"CITROEN","JUMPER",673
2023,8,"CITROEN","JUMPY",180
2023,8,"DACIA","DUSTER",1544
2023,8,"DACIA","JOGGER",1170
2023,8,"DACIA","SANDERO",1528
2023,8,"DACIA","SPRING",3027
2023,8,"DS","DS3",36
2023,8,"DS","DS4",87
2023,8,"DS","DS7 CROSSBACK",90
2023,8,"DS","DS9",3
2023,8,"FERRARI","296",41
2023,8,"FERRARI","F8",9
2023,8,"FERRARI","PORTOFINO",20
2023,8,"FERRARI","ROMA",9
2023,8,"FERRARI","SF90",28
2023,8,"FIAT","500",6199
2023,8,"FIAT","DOBLO",31
2023,8,"FIAT","DUCATO",1595
2023,8,"FIAT","PANDA",578
2023,8,"FIAT","TIPO",76
2023,8,"FIAT","ULYSSE",24
2023,8,"FORD","ECOSPORT",99
2023,8,"FORD","EXPLORER",9
2023,8,"FORD","FIESTA",1409
2023,8,"FORD","FOCUS",2191
2023,8,"FORD","GALAXY",46
2023,8,"FORD","KUGA",2435
2023,8,"FORD","MONDEO",
2023,8,"FORD","MUSTANG",185
2023,8,"FORD","MUSTANG MACH-E",466
2023,8,"FORD","PUMA",2522
2023,8,"FORD","S-MAX",108
2023,8,"FORD","TRANSIT CONNECT",289
2023,8,"FORD","TRANSIT, TOURNEO",1876
2023,8,"GWM","COFFEE 01",1
2023,8,"GWM","FUNKY CAT",2207
2023,8,"HONDA","CIVIC",64
2023,8,"HONDA","CR-V",153
2023,8,"HONDA","E",14
2023,8,"HONDA","E:NY1",151
2023,8,"HONDA","HR-V",198
2023,8,"HONDA","JAZZ",134
2023,8,"HONDA","ZR-V",85
2023,8,"HYUNDAI","BAYON",327
2023,8,"HYUNDAI","G70",13
2023,8,"HYUNDAI","G80",6
2023,8,"HYUNDAI","GV60",29
2023,8,"HYUNDAI","GV70",70
2023,8,"HYUNDAI","GV80",23
2023,8,"HYUNDAI","I 10",992
2023,8,"HYUNDAI","I 20",835
2023,8,"HYUNDAI","I 30",711
2023,8,"HYUNDAI","IONIQ",1
2023,8,"HYUNDAI","IONIQ5",2190
2023,8,"HYUNDAI","IONIQ6",1411
2023,8,"HYUNDAI","KONA",3375
2023,8,"HYUNDAI","NEXO",
2023,8,"HYUNDAI","SANTA FE",195
2023,8,"HYUNDAI","STARIA",288
2023,8,"HYUNDAI","TUCSON",1138
2023,8,"INEOS","GRENADIER",106
2023,8,"IVECO","DAILY",56
2023,8,"JAGUAR","E-PACE",83
2023,8,"JAGUAR","F-PACE",95
2023,8,"JAGUAR","F-TYPE",26
2023,8,"JAGUAR","I-PACE",12
2023,8,"JAGUAR","XE",14
2023,8,"JAGUAR","XF",12
2023,8,"JEEP","AVENGER",1676
2023,8,"JEEP","COMPASS",211
2023,8,"JEEP","GRAND CHEROKEE",16
2023,8,"JEEP","RENEGADE",162
2023,8,"JEEP","WRANGLER",32
2023,8,"KIA","CEED",1370
2023,8,"KIA","EV6",2156
2023,8,"KIA","NIRO",1893
2023,8,"KIA","PICANTO",1053
2023,8,"KIA","RIO",335
2023,8,"KIA","SORENTO",453
2023,8,"KIA","SOUL",180
2023,8,"KIA","SPORTAGE",976
2023,8,"KIA","STINGER",46
2023,8,"KIA","STONIC",400
2023,8,"LADA","NIVA",8
2023,8,"LAMBORGHINI","URUS",51
2023,8,"LAND ROVER","DEFENDER",345
2023,8,"LAND ROVER","DISCOVERY",61
2023,8,"LAND ROVER","DISCOVERY SPORT",120
2023,8,"LAND ROVER","RANGE ROVER",149
2023,8,"LAND ROVER","RANGE ROVER EVOQUE",196
2023,8,"LAND ROVER","RANGE ROVER SPORT",217
2023,8,"LAND ROVER","RANGE ROVER VELAR",115
2023,8,"LEXUS","ES",43
2023,8,"LEXUS","LC",2
2023,8,"LEXUS","NX",122
2023,8,"LEXUS","RX",153
2023,8,"LEXUS","RZ",67
2023,8,"LEXUS","UX",46
2023,8,"LOTUS","ELETRE",8
2023,8,"LOTUS","EMIRA",19
2023,8,"LUCID","AIR",9
2023,8,"LYNK & CO","01",177
2023,8,"MAN","TGE",112
2023,8,"MASERATI","GHIBLI",6
2023,8,"MASERATI","GRANTURISMO",1
2023,8,"MASERATI","GRECALE",42
2023,8,"MASERATI","LEVANTE",5
2023,8,"MAXUS","MIFA 9",2
2023,8,"MAZDA","2",413
2023,8,"MAZDA","3",388
2023,8,"MAZDA","6",204
2023,8,"MAZDA","CX-5",902
2023,8,"MAZDA","CX-30",732
2023,8,"MAZDA","CX-60",662
2023,8,"MAZDA","MX-5",106
2023,8,"MAZDA","MX-30",460
2023,8,"MERCEDES","A-KLASSE",964
2023,8,"MERCEDES","AMG GT",85
2023,8,"MERCEDES","B-KLASSE",720
2023,8,"MERCEDES","C-KLASSE",3225
2023,8,"MERCEDES","CITAN",487
2023,8,"MERCEDES","CLA-KLASSE",1895
2023,8,"MERCEDES","CLE",67
2023,8,"MERCEDES","CLS",88
2023,8,"MERCEDES","E-KLASSE",2012
2023,8,"MERCEDES","E-KLASSE COUPE",85
2023,8,"MERCEDES","G-KLASSE",343
2023,8,"MERCEDES","GL-KLASSE, GLS",167
2023,8,"MERCEDES","GLA",2843
2023,8,"MERCEDES","GLB",1839
2023,8,"MERCEDES","GLK, GLC",2866
2023,8,"MERCEDES","ML-KLASSE, GLE",992
2023,8,"MERCEDES","S-KLASSE",615
2023,8,"MERCEDES","SL",245
2023,8,"MERCEDES","SPRINTER",639
2023,8,"MERCEDES","V-KLASSE",1982
2023,8,"MERCEDES","VITO",835
2023,8,"MG ROEWE","4",1840
2023,8,"MG ROEWE","5",256
2023,8,"MG ROEWE","MARVEL",73
2023,8,"MG ROEWE","RX6",9
2023,8,"MG ROEWE","ZS",276
2023,8,"MINI","MINI",4726
2023,8,"MITSUBISHI","ASX",398
2023,8,"MITSUBISHI","ECLIPSE CROSS",200
2023,8,"MITSUBISHI","MIRAGE, SPACE STAR",1144
2023,8,"MORGAN",,5
2023,8,"NIO","EL7",25
2023,8,"NIO","ET5",129
2023,8,"NIO","ET7",257
2023,8,"NISSAN","ARIYA",188
2023,8,"NISSAN","JUKE",452
2023,8,"NISSAN","LEAF",439
2023,8,"NISSAN","MICRA",4
2023,8,"NISSAN","PRIMASTAR",113
2023,8,"NISSAN","QASHQAI",1043
2023,8,"NISSAN","TOWNSTAR",193
2023,8,"NISSAN","X-TRAIL",292
2023,8,"OPEL","ASTRA",2133
2023,8,"OPEL","COMBO",333
2023,8,"OPEL","CORSA",5531
2023,8,"OPEL","CROSSLAND X",776
2023,8,"OPEL","GRANDLAND X",1064
2023,8,"OPEL","INSIGNIA",25
2023,8,"OPEL","MOKKA",4218
2023,8,"OPEL","VIVARO",12
2023,8,"OPEL","ZAFIRA LIFE",562
2023,8,"PEUGEOT","208",999
2023,8,"PEUGEOT","308",392
2023,8,"PEUGEOT","408",51
2023,8,"PEUGEOT","508",103
2023,8,"PEUGEOT","2008",1144
2023,8,"PEUGEOT","3008",681
2023,8,"PEUGEOT","5008",316
2023,8,"PEUGEOT","BOXER",212
2023,8,"PEUGEOT","EXPERT",50
2023,8,"PEUGEOT","RIFTER",223
2023,8,"POLESTAR","2",754
2023,8,"PORSCHE","911",678
2023,8,"PORSCHE","BOXSTER",58
2023,8,"PORSCHE","CAYENNE",350
2023,8,"PORSCHE","CAYMAN",125
2023,8,"PORSCHE","MACAN",462
2023,8,"PORSCHE","PANAMERA",105
2023,8,"PORSCHE","TAYCAN",475
2023,8,"RENAULT","ARKANA",417
2023,8,"RENAULT","AUSTRAL",782
2023,8,"RENAULT","CAPTUR",549
2023,8,"RENAULT","CLIO",800
2023,8,"RENAULT","ESPACE",123
2023,8,"RENAULT","KANGOO",410
2023,8,"RENAULT","KOLEOS",77
2023,8,"RENAULT","MASTER",8
2023,8,"RENAULT","MEGANE",1612
2023,8,"RENAULT","SCENIC",45
2023,8,"RENAULT","TRAFIC",233
2023,8,"RENAULT","TWINGO",1143
2023,8,"RENAULT","ZOE",503
2023,8,"ROLLS ROYCE","CULLINAN",8
2023,8,"SEAT","ALHAMBRA",2
2023,8,"SEAT","ARONA",1298
2023,8,"SEAT","ATECA",2371
2023,8,"SEAT","BORN",3478
2023,8,"SEAT","FORMENTOR",2707
2023,8,"SEAT","IBIZA",971
2023,8,"SEAT","LEON",2795
2023,8,"SEAT","TARRACO",744
2023,8,"SKODA","ENYAQ",3345
2023,8,"SKODA","FABIA",1767
2023,8,"SKODA","KAMIQ",1231
2023,8,"SKODA","KAROQ",1308
2023,8,"SKODA","KODIAQ",1869
2023,8,"SKODA","OCTAVIA",3202
2023,8,"SKODA","SCALA",681
2023,8,"SKODA","SUPERB",1038
2023,8,"SMART","1",1795
2023,8,"SMART","FORFOUR",
2023,8,"SMART","FORTWO",1152
2023,8,"SSANGYONG","KORANDO",181
2023,8,"SSANGYONG","REXTON",56
2023,8,"SSANGYONG","TIVOLI",91
2023,8,"SSANGYONG","TORRES",99
2023,8,"SUBARU","BRZ",33
2023,8,"SUBARU","FORESTER",85
2023,8,"SUBARU","IMPREZA",20
2023,8,"SUBARU","OUTBACK",162
2023,8,"SUBARU","SOLTERRA",55
2023,8,"SUBARU","XV",184
2023,8,"SUZUKI","ACROSS",21
2023,8,"SUZUKI","IGNIS",979
2023,8,"SUZUKI","JIMNY",2
2023,8,"SUZUKI","SWACE",50
2023,8,"SUZUKI","SWIFT",693
2023,8,"SUZUKI","SX4",323
2023,8,"SUZUKI","VITARA",664
2023,8,"TESLA","MODEL 3",2015
2023,8,"TESLA","MODEL S",43
2023,8,"TESLA","MODEL X",50
2023,8,"TESLA","MODEL Y",4795
2023,8,"TOYOTA","AYGO",1374
2023,8,"TOYOTA","BZ4",908
2023,8,"TOYOTA","C-HR",452
2023,8,"TOYOTA","CAMRY",1
2023,8,"TOYOTA","COROLLA",1512
2023,8,"TOYOTA","GR 86",79
2023,8,"TOYOTA","HIGHLANDER",1
2023,8,"TOYOTA","LANDCRUISER",31
2023,8,"TOYOTA","MIRAI",51
2023,8,"TOYOTA","PRIUS",31
2023,8,"TOYOTA","PROACE",489
2023,8,"TOYOTA","RAV 4",388
2023,8,"TOYOTA","SUPRA",20
2023,8,"TOYOTA","YARIS",2419
2023,8,"VOLVO","60",247
2023,8,"VOLVO","90",136
2023,8,"VOLVO","C40",406
2023,8,"VOLVO","XC40",1285
2023,8,"VOLVO","XC60",852
2023,8,"VOLVO","XC90",385
2023,8,"VW","ARTEON",697
2023,8,"VW","CADDY",1071
2023,8,"VW","CRAFTER",320
2023,8,"VW","GOLF",6611
2023,8,"VW","ID. BUZZ",1023
2023,8,"VW","ID.3",3636
2023,8,"VW","ID.4, ID.5",5683
2023,8,"VW","ID.7",28
2023,8,"VW","PASSAT",3759
2023,8,"VW","POLO",2549
2023,8,"VW","SHARAN",1
2023,8,"VW","T-CROSS",2072
2023,8,"VW","T-ROC",6439
2023,8,"VW","TAIGO",1512
2023,8,"VW","TIGUAN",4578
2023,8,"VW","TOUAREG",261
2023,8,"VW","TOURAN",1230
2023,8,"VW","TRANSPORTER",1949
2023,8,"VW","UP",2579
2023,9,"AIWAYS","U5",
2023,9,"AIWAYS","U6",
2023,9,"ALFA ROMEO","GIULIA",123
2023,9,"ALFA ROMEO","STELVIO",125
2023,9,"ALFA ROMEO","TONALE",140
2023,9,"ALPINE","A110",13
2023,9,"ASTON MARTIN","DB11",1
2023,9,"ASTON MARTIN","DBX",18
2023,9,"ASTON MARTIN","V8",6
2023,9,"AUDI","A1",844
2023,9,"AUDI","A3",2565
2023,9,"AUDI","A4",2656
2023,9,"AUDI","A5",902
2023,9,"AUDI","A6",2135
2023,9,"AUDI","A7",183
2023,9,"AUDI","A8",186
2023,9,"AUDI","E-TRON GT",172
2023,9,"AUDI","Q2",1211
2023,9,"AUDI","Q3",1999
2023,9,"AUDI","Q4",1187
2023,9,"AUDI","Q5",2217
2023,9,"AUDI","Q7",295
2023,9,"AUDI","Q8",960
2023,9,"AUDI","R8",30
2023,9,"AUDI","TT",240
2023,9,"BENTLEY","BENTAYGA",27
2023,9,"BENTLEY","CONTINENTAL",31
2023,9,"BMW","1ER",1410
2023,9,"BMW","2ER",1534
2023,9,"BMW","3ER",2746
2023,9,"BMW","4ER",1390
2023,9,"BMW","5ER",1112
2023,9,"BMW","6ER",16
2023,9,"BMW","7ER",248
2023,9,"BMW","8ER",121
2023,9,"BMW","IX",231
2023,9,"BMW","X1",2408
2023,9,"BMW","X2",656
2023,9,"BMW","X3",3115
2023,9,"BMW","X4",444
2023,9,"BMW","X5",1231
2023,9,"BMW","X6",253
2023,9,"BMW","X7",373
2023,9,"BMW","XM",141
2023,9,"BMW","Z4",204
2023,9,"BYD","ATTO 3",182
2023,9,"CADILLAC","ESCALADE",3
2023,9,"CADILLAC","XT4",23
2023,9,"CITROEN","BERLINGO",175
2023,9,"CITROEN","C3",1718
2023,9,"CITROEN","C4",746
2023,9,"CITROEN","C5",621
2023,9,"CITROEN","JUMPER",639
2023,9,"CITROEN","JUMPY",115
2023,9,"DACIA","DUSTER",955
2023,9,"DACIA","JOGGER",765
2023,9,"DACIA","SANDERO",1459
2023,9,"DACIA","SPRING",753
2023,9,"DS","DS3",30
2023,9,"DS","DS4",140
2023,9,"DS","DS7 CROSSBACK",80
2023,9,"DS","DS9",11
2023,9,"FERRARI","296",26
2023,9,"FERRARI","F8",9
2023,9,"FERRARI","PORTOFINO",10
2023,9,"FERRARI","ROMA",16
2023,9,"FERRARI","SF90",25
